evt_block_number,evt_block_time,evt_tx_hash,owner,origin,amount,amount0,amount1,tick_lower,tick_upper,evt_index
19723048,2024-04-24 10:06:23,0x8201db57d501d9941ef33fd267bfaed7a4e136e4e886d9c27b5ef815c48fb8bb,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,36
19796706,2024-05-04 17:20:47,0x839c147286833679f5019fbbfdb68883408c66dedf7d92519663812cbf7180c0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xbbbf04aae21a04408a8b5e54d4030f8cd55c9ec6,696853473612473051887476,82.475960579192584001,262.649808144657602862,-360,-350,203
19146679,2024-02-03 13:35:47,0x85dd272f7d7d70d031773c27d9deb8b8139da166ee23e227e027e3653fb21c9a,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,255116774934143393857536,115.103139210387193152,14.115906746921230349,-340,-330,80
19923140,2024-05-22 09:46:47,0x8618fe813f9d3b9ada6ed71d54ddf33dff9ff80208f0421037c517d6470a85a5,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-390,-330,15
19923140,2024-05-22 09:46:47,0x8618fe813f9d3b9ada6ed71d54ddf33dff9ff80208f0421037c517d6470a85a5,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-390,-330,17
19923140,2024-05-22 09:46:47,0x8618fe813f9d3b9ada6ed71d54ddf33dff9ff80208f0421037c517d6470a85a5,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-350,23
19923140,2024-05-22 09:46:47,0x8618fe813f9d3b9ada6ed71d54ddf33dff9ff80208f0421037c517d6470a85a5,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-350,25
19665438,2024-04-16 08:42:35,0x8711e1ffc8e381e1ba5c22edd90d58be516ea4cb56d7ca60cca57cba246092e3,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,84
19665438,2024-04-16 08:42:35,0x8711e1ffc8e381e1ba5c22edd90d58be516ea4cb56d7ca60cca57cba246092e3,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,86
19665438,2024-04-16 08:42:35,0x8711e1ffc8e381e1ba5c22edd90d58be516ea4cb56d7ca60cca57cba246092e3,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,92
19665438,2024-04-16 08:42:35,0x8711e1ffc8e381e1ba5c22edd90d58be516ea4cb56d7ca60cca57cba246092e3,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,94
19550613,2024-03-31 06:27:47,0x878fda5d8be7b2c9d14c5698c960288d7e38890d1b3979c3efc6c860aac47e93,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x2779f0cdb7ef2c3e14bc5cb2dc1ab314211c58a1,60480094897022034422,0.030749271269820265,0,-340,-330,520
19341861,2024-03-01 22:37:11,0x884472d0e15e87d992e1fdc0e3ffef77e0f01010ec299213c6c892e42c45da19,0x0d3c2261747b2079f6abd459642421a8087aead5,0xa6ae57b1da8238cd149bc718c40578e4620b752c,125781430844884977200717,47.437203208849191326,77.742828513857925485,-370,-350,85
19880936,2024-05-16 12:05:59,0x8862957bf12e3efe82f230f47177481decdfee4aeff172cc93488d62777f5d17,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe6d7f4b65c774395d0d82aabb15c75991628cb14,0,0,0,-380,-360,128
19487816,2024-03-22 09:34:23,0x8a4ef0026694875e74e5554d04bde7e23a4241272992857fcc635b94445686c6,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,74731790401313936769024,37.862370095961057207,0,-270,-260,43
19849310,2024-05-12 01:54:59,0x8ade10968ac269af1f1aee6c41523445342de3fe7df9f13985e5ed80934a0823,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x86d16951598c1fc814b2fbc59a9af39f22d6175b,64122347378792231857491,32.166571980749528316,0.465872355015037099,-370,-360,173
19823368,2024-05-08 10:50:35,0x8cafce76e99f62134a60763be26b3444d54fce53b514de35f0ff22772aa89d1a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,29
19823368,2024-05-08 10:50:35,0x8cafce76e99f62134a60763be26b3444d54fce53b514de35f0ff22772aa89d1a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,31
19823368,2024-05-08 10:50:35,0x8cafce76e99f62134a60763be26b3444d54fce53b514de35f0ff22772aa89d1a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,37
19823368,2024-05-08 10:50:35,0x8cafce76e99f62134a60763be26b3444d54fce53b514de35f0ff22772aa89d1a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,39
19832237,2024-05-09 16:38:23,0x8ce960a278e50812f35d162cf058fd374e217afd1b52b1d03621b5f75ac66ebf,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x63b6fbe304a013cbfd959f006950761bed6e53b1,20684802120305536146,0.021048902107060084,0,-360,-340,193
19479994,2024-03-21 07:11:47,0x9035fa2c1d02fa3ddd80b863c613361da7cc731fae1dd65d34f9df8f760a4ba1,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,1226952179684721454743552,249.083941395153079759,362.48738439252599205,-310,-300,52
19858835,2024-05-13 09:53:59,0x94b4dbbc03c0bf42ca4a03d5d3cd673d63d89e44d8c4d667cd918049c9fa3590,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xbbbf04aae21a04408a8b5e54d4030f8cd55c9ec6,220754603720058652337376,86.079106714843567822,25.372131562241645699,-370,-360,222
19097339,2024-01-27 15:31:35,0x97300bc1a3e847bf12919d96df84f7e1ca0d2ffd1808200d621e688980f0b364,0x0d3c2261747b2079f6abd459642421a8087aead5,0xa6ae57b1da8238cd149bc718c40578e4620b752c,15215485259396906882154,43.074903658995014492,3.17320531707896554,-340,-280,31
19537034,2024-03-29 08:38:23,0x9c34df9a34337a206f8568c20b252aa977d70d6bdea4eb23384e05ee10bc040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-350,-330,114
19537034,2024-03-29 08:38:23,0x9c34df9a34337a206f8568c20b252aa977d70d6bdea4eb23384e05ee10bc040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-350,-330,116
19537034,2024-03-29 08:38:23,0x9c34df9a34337a206f8568c20b252aa977d70d6bdea4eb23384e05ee10bc040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,122
19537034,2024-03-29 08:38:23,0x9c34df9a34337a206f8568c20b252aa977d70d6bdea4eb23384e05ee10bc040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,124
19815726,2024-05-07 09:11:11,0x9e1019d21e61ed5912202fa221e3171327339a3eb5db012c7f5feb5ebc903193,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,77
19815726,2024-05-07 09:11:11,0x9e1019d21e61ed5912202fa221e3171327339a3eb5db012c7f5feb5ebc903193,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,79
19815726,2024-05-07 09:11:11,0x9e1019d21e61ed5912202fa221e3171327339a3eb5db012c7f5feb5ebc903193,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,85
19815726,2024-05-07 09:11:11,0x9e1019d21e61ed5912202fa221e3171327339a3eb5db012c7f5feb5ebc903193,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,87
19801475,2024-05-05 09:21:35,0xa82b8055625ef048176d1828f287bb44f5beaa728e1b983a3c86dd12917a2804,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,8
19801475,2024-05-05 09:21:35,0xa82b8055625ef048176d1828f287bb44f5beaa728e1b983a3c86dd12917a2804,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,10
19801475,2024-05-05 09:21:35,0xa82b8055625ef048176d1828f287bb44f5beaa728e1b983a3c86dd12917a2804,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,16
19801475,2024-05-05 09:21:35,0xa82b8055625ef048176d1828f287bb44f5beaa728e1b983a3c86dd12917a2804,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,18
19873124,2024-05-15 09:55:11,0xa8311044a6bc3bf92d2de5c1d7270a3bea94afc0c385705d6668259d7b633a9a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xbbbf04aae21a04408a8b5e54d4030f8cd55c9ec6,96111876624969955609628,28.397481790204126943,66.960069672230757857,-380,-360,235
19880242,2024-05-16 09:46:23,0xa913d5ff9e9c64281736a96a5d34a32cc1ecd9a98cf67f3a5847ed1455af5491,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,3263671228782428765541613,8477.858163554758732685,1430.754798018671209535,-380,-320,182
19880242,2024-05-16 09:46:23,0xa913d5ff9e9c64281736a96a5d34a32cc1ecd9a98cf67f3a5847ed1455af5491,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,11890322227945658610471536,18153.967422214457023524,0,-370,-340,194
19945428,2024-05-25 12:34:11,0xaadca7eb92001333c822e9975f9eea05577b49566e3f78f04728389f5259a9c0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xfa4c635e555d7f5464e24e48da6887cf74cc2f15,251995961315179575795490,273.606923703305571908,107.302839124689542151,-390,-360,273
19829005,2024-05-09 05:47:11,0xaef7798694202083c7a10447f36b107f3ccb2878c35208d00a4ad9ab732c4441,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xa6dfbebf6f3ae1c7c46e60a1d353387edece70df,15794686926963422498747,16.072709664017030789,0,-360,-340,151
19542730,2024-03-30 03:50:59,0xb056218621e46d4f3a6e55be0856b024f8d65f15b59b75ad968166608b677382,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-350,-330,63
19542730,2024-03-30 03:50:59,0xb056218621e46d4f3a6e55be0856b024f8d65f15b59b75ad968166608b677382,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-350,-330,65
19542730,2024-03-30 03:50:59,0xb056218621e46d4f3a6e55be0856b024f8d65f15b59b75ad968166608b677382,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,71
19542730,2024-03-30 03:50:59,0xb056218621e46d4f3a6e55be0856b024f8d65f15b59b75ad968166608b677382,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,73
19565864,2024-04-02 09:53:59,0xb4c25b576bf5eb88b57e12e6172cada120b9621f61780c6b766883cfd2400ef2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,149
19565864,2024-04-02 09:53:59,0xb4c25b576bf5eb88b57e12e6172cada120b9621f61780c6b766883cfd2400ef2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,151
19565864,2024-04-02 09:53:59,0xb4c25b576bf5eb88b57e12e6172cada120b9621f61780c6b766883cfd2400ef2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,157
19565864,2024-04-02 09:53:59,0xb4c25b576bf5eb88b57e12e6172cada120b9621f61780c6b766883cfd2400ef2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,159
18988727,2024-01-12 10:27:23,0xb4d3929f6a1674ad6055a7b5a1efc63f4b6eaac1ddded2e124041dcae4f1c050,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,65924196529405603967604,99.996062942549191483,0.003843697766658458,-240,-210,78
19119556,2024-01-30 18:14:47,0xb72d713f8e800b9f1421b878fe5bb988f9bba2f159f093ffc522c507718082a2,0x0d3c2261747b2079f6abd459642421a8087aead5,0xa6ae57b1da8238cd149bc718c40578e4620b752c,247755832874053181895517,225.548440617277030345,25.052994983713976679,-300,-280,44
19153844,2024-02-04 13:45:23,0xb7517c3161a7373b98e81d99fe52d1536da6a44f88891771eff1817212dd4d74,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,586189499994588294676480,297.137579034142352717,0,-280,-270,65
19795196,2024-05-04 12:17:47,0xb7be34d53ce06d28dbaa058cb84665262e726c43724f441380f9cf438afe0421,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xbbbf04aae21a04408a8b5e54d4030f8cd55c9ec6,216095097729808349890917,11.153540653645602832,307.495711645208914944,-380,-350,265
19887260,2024-05-17 09:17:35,0xb88585ea685d81a7778a14adc8e2cf691e7f65e737a40396d6f907ad001a7d86,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-390,-330,72
19887260,2024-05-17 09:17:35,0xb88585ea685d81a7778a14adc8e2cf691e7f65e737a40396d6f907ad001a7d86,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-390,-330,74
19887260,2024-05-17 09:17:35,0xb88585ea685d81a7778a14adc8e2cf691e7f65e737a40396d6f907ad001a7d86,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-350,80
19887260,2024-05-17 09:17:35,0xb88585ea685d81a7778a14adc8e2cf691e7f65e737a40396d6f907ad001a7d86,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-350,82
19513841,2024-03-26 01:25:11,0xba345205c8f4e5cbf9c9c872b5e4b51f437f3fd5faf8b4056c9ed879be072b05,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,2047843107319918287638912,3899.33996464139142826,253.461174385961760488,-340,-300,44
19513841,2024-03-26 01:25:11,0xba345205c8f4e5cbf9c9c872b5e4b51f437f3fd5faf8b4056c9ed879be072b05,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1287898411795755643487074,3758.956481467889009096,1424.897095638265377347,-360,-280,56
19173479,2024-02-07 07:54:35,0xbbac179676bc742dba3a10e809d015d3dde8a9341fb79b28489c7d58bf1e73e1,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,244001082376184920014848,102.721695352136364247,20.621928874091906845,-340,-330,162
19151450,2024-02-04 05:39:11,0xbdee34cada21cee657049f9cca9efcf7216ef9d2e11cbdf26562ddfa632c5212,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,1,0,0,-290,-250,149
19151450,2024-02-04 05:39:11,0xbdee34cada21cee657049f9cca9efcf7216ef9d2e11cbdf26562ddfa632c5212,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,0,0,0,-290,-250,151
19130257,2024-02-01 06:14:23,0xbfde87107b1f2a8f7d751862f34f29f1423b0aef6235f9bfa98fef81ec252891,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x8a4a55b49856773afa8ec5972d43f36e93b9f826,13361642236288352918914,19.481982378123952624,7.418710690716142999,-340,-300,94
19587070,2024-04-05 09:09:47,0xbfeb8d550836dba1adc42c6b64ab60d02d60f41502a5f29bb60e11444740409c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,126
19587070,2024-04-05 09:09:47,0xbfeb8d550836dba1adc42c6b64ab60d02d60f41502a5f29bb60e11444740409c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,128
19587070,2024-04-05 09:09:47,0xbfeb8d550836dba1adc42c6b64ab60d02d60f41502a5f29bb60e11444740409c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,134
19587070,2024-04-05 09:09:47,0xbfeb8d550836dba1adc42c6b64ab60d02d60f41502a5f29bb60e11444740409c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,136
19964300,2024-05-28 03:50:35,0xc0b4c5c18f82a077deae26dbb44380580ea95b8fe2e5968a9a075ca0db7cfc1e,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-400,-340,157
19964300,2024-05-28 03:50:35,0xc0b4c5c18f82a077deae26dbb44380580ea95b8fe2e5968a9a075ca0db7cfc1e,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-400,-340,159
19964300,2024-05-28 03:50:35,0xc0b4c5c18f82a077deae26dbb44380580ea95b8fe2e5968a9a075ca0db7cfc1e,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-390,-360,165
19964300,2024-05-28 03:50:35,0xc0b4c5c18f82a077deae26dbb44380580ea95b8fe2e5968a9a075ca0db7cfc1e,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-390,-360,167
19644634,2024-04-13 10:41:11,0xc52aef520dd2e6c2eed90def12d6cfff2c8e8902d7a53628c2de9584f4002a42,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,104
19644634,2024-04-13 10:41:11,0xc52aef520dd2e6c2eed90def12d6cfff2c8e8902d7a53628c2de9584f4002a42,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,106
